title,author,roleofAuthor
Energy-Efficient Data Gathering Framework-Based Clustering via Multiple UAVs in Deadline-Based WSN Applications.,Seyed-Amin Hosseini-Seno,normal author
Energy-Efficient Hybrid Precoding Design for Millimeter-Wave Massive MIMO Systems Via Coordinate Update Algorithms.,Jung-Chieh Chen,corresponding author
Energy-Efficient Indoor Localization of Smart Hand-Held Devices Using Bluetooth.,Yu Gu 0003,corresponding author
Energy-Efficient Indoor Localization of Smart Hand-Held Devices Using Bluetooth.,Fuji Ren,normal author
Energy-Efficient Joint Power Allocation in Uplink Massive MIMO Cognitive Radio Networks With Imperfect CSI.,Manman Cui,corresponding author
Energy-Efficient Joint Power Allocation in Uplink Massive MIMO Cognitive Radio Networks With Imperfect CSI.,Bin-Jie Hu,normal author
Energy-Efficient Joint Power Allocation in Uplink Massive MIMO Cognitive Radio Networks With Imperfect CSI.,Jie Tang 0002,normal author
Energy-Efficient Joint Power Allocation in Uplink Massive MIMO Cognitive Radio Networks With Imperfect CSI.,Yide Wang,normal author
Energy-Efficient Power Control Algorithms in Massive MIMO Cognitive Radio Networks.,Manman Cui,corresponding author
Energy-Efficient Power Control Algorithms in Massive MIMO Cognitive Radio Networks.,Bin-Jie Hu,normal author
Energy-Efficient Power Control Algorithms in Massive MIMO Cognitive Radio Networks.,Xiaohuan Li,normal author
Energy-Efficient Power Control Algorithms in Massive MIMO Cognitive Radio Networks.,Hongbin Chen,normal author
Energy-Efficient Power Control Algorithms in Massive MIMO Cognitive Radio Networks.,Shiwei Hu,normal author
Energy-Efficient Power Control Algorithms in Massive MIMO Cognitive Radio Networks.,Yide Wang,normal author
Energy-Efficient Resource Allocation for Massive MIMO Amplify-and-Forward Relay Systems.,Hui Gao 0001,corresponding author
Energy-Efficient Resource Allocation for Massive MIMO Amplify-and-Forward Relay Systems.,Tiejun Lv,normal author
Energy-Efficient Resource Allocation for Massive MIMO Amplify-and-Forward Relay Systems.,Xin Su 0001,normal author
Energy-Efficient Resource Allocation for Massive MIMO Amplify-and-Forward Relay Systems.,Hong Yang,normal author
Energy-Efficient Resource Allocation for Massive MIMO Amplify-and-Forward Relay Systems.,John M. Cioffi,normal author
Energy-Efficient Signalling in QoS Constrained Heterogeneous Networks.,Long Dinh Nguyen,corresponding author
Energy-Efficient Signalling in QoS Constrained Heterogeneous Networks.,Hoang Duong Tuan,normal author
Energy-Efficient Signalling in QoS Constrained Heterogeneous Networks.,Trung Quang Duong,normal author
Energy-Efficient Tracking and Localization of Objects in Wireless Sensor Networks.,Mahmuda Akter,corresponding author
Energy-Efficient Tracking and Localization of Objects in Wireless Sensor Networks.,Md. Obaidur Rahman,normal author
Energy-Efficient Tracking and Localization of Objects in Wireless Sensor Networks.,Md. Nazrul Islam,normal author
Energy-Efficient Tracking and Localization of Objects in Wireless Sensor Networks.,Mohammad Mehedi Hassan,normal author
Energy-Efficient Tracking and Localization of Objects in Wireless Sensor Networks.,Ahmed Alsanad,normal author
Energy-Efficient Tracking and Localization of Objects in Wireless Sensor Networks.,Arun Kumar Sangaiah,normal author
Energy-Efficient Transceiver Design for Hybrid Sub-Array Architecture MIMO Systems.,Shiwen He,corresponding author
Energy-Efficient Transceiver Design for Hybrid Sub-Array Architecture MIMO Systems.,Chenhao Qi,normal author
Energy-Efficient Transceiver Design for Hybrid Sub-Array Architecture MIMO Systems.,Yongpeng Wu,normal author
Energy-Efficient Transceiver Design for Hybrid Sub-Array Architecture MIMO Systems.,Yongming Huang,normal author
Energy-Efficient WiFi Offloading and Network Management in Heterogeneous Wireless Networks.,Phuong Luong,corresponding author
Energy-Efficient WiFi Offloading and Network Management in Heterogeneous Wireless Networks.,Tri Minh Nguyen,normal author
Energy-Efficient WiFi Offloading and Network Management in Heterogeneous Wireless Networks.,Long Bao Le,normal author
Energy-Efficient WiFi Offloading and Network Management in Heterogeneous Wireless Networks.,Ngoc-Dung Dào,normal author
Energy-Efficient WiFi Offloading and Network Management in Heterogeneous Wireless Networks.,Ekram Hossain,normal author
Energy-Efficient Wireless Sensing for Level Set Estimations.,Zuoen Wang,corresponding author
Energy-Efficient Wireless Sensing for Level Set Estimations.,Jingxian Wu,normal author
Energy-Efficient Wireless Sensing for Level Set Estimations.,Jing Yang 0002,normal author
Energy-Efficient Wireless Sensing for Level Set Estimations.,Hai Lin,normal author
Engagement Evaluation for Autism Intervention by Robots Based on Dynamic Bayesian Network and Expert Elicitation.,Yongli Feng,corresponding author
Engagement Evaluation for Autism Intervention by Robots Based on Dynamic Bayesian Network and Expert Elicitation.,Qingxuan Jia,normal author
Engagement Evaluation for Autism Intervention by Robots Based on Dynamic Bayesian Network and Expert Elicitation.,Ming Chu,normal author
Engagement Evaluation for Autism Intervention by Robots Based on Dynamic Bayesian Network and Expert Elicitation.,Wei Wei 0009,normal author
Engineering commitment-based business protocols with the 2CL methodology.,Matteo Baldoni,corresponding author
Engineering commitment-based business protocols with the 2CL methodology.,Cristina Baroglio,normal author
Engineering commitment-based business protocols with the 2CL methodology.,Elisa Marengo,normal author
Engineering commitment-based business protocols with the 2CL methodology.,Viviana Patti,normal author
Engineering commitment-based business protocols with the 2CL methodology.,Federico Capuzzimati,normal author
Enhanced Forensic Speaker Verification Using a Combination of DWT and MFCC Feature Warping in the Presence of Noise and Reverberation Conditions.,Ahmed Kamil Hasan Al-Ali,corresponding author
Enhanced Forensic Speaker Verification Using a Combination of DWT and MFCC Feature Warping in the Presence of Noise and Reverberation Conditions.,David Dean,normal author
Enhanced Forensic Speaker Verification Using a Combination of DWT and MFCC Feature Warping in the Presence of Noise and Reverberation Conditions.,Bouchra Senadji,normal author
Enhanced Forensic Speaker Verification Using a Combination of DWT and MFCC Feature Warping in the Presence of Noise and Reverberation Conditions.,Vinod Chandran,normal author
Enhanced Forensic Speaker Verification Using a Combination of DWT and MFCC Feature Warping in the Presence of Noise and Reverberation Conditions.,Ganesh R. Naik,normal author
"Enhanced Human Face Recognition Using LBPH Descriptor, Multi-KNN, and Back-Propagation Neural Network.",Mohannad Abuzneid,corresponding author
"Enhanced Human Face Recognition Using LBPH Descriptor, Multi-KNN, and Back-Propagation Neural Network.",Ausif Mahmood,normal author
Enhanced Industrial Machinery Condition Monitoring Methodology Based on Novelty Detection and Multi-Modal Analysis.,Jesus A. Carino,corresponding author
Enhanced Industrial Machinery Condition Monitoring Methodology Based on Novelty Detection and Multi-Modal Analysis.,Miguel Delgado Prieto,normal author
Enhanced Industrial Machinery Condition Monitoring Methodology Based on Novelty Detection and Multi-Modal Analysis.,Daniel Zurita,normal author
Enhanced Industrial Machinery Condition Monitoring Methodology Based on Novelty Detection and Multi-Modal Analysis.,Marta Millán,normal author
Enhanced Industrial Machinery Condition Monitoring Methodology Based on Novelty Detection and Multi-Modal Analysis.,Juan Antonio Ortega Redondo,normal author
Enhanced Industrial Machinery Condition Monitoring Methodology Based on Novelty Detection and Multi-Modal Analysis.,René de Jesús Romero-Troncoso,normal author
Enhanced Transmit Antenna Selection Scheme for Secure Throughput Maximization Without CSI at the Transmitter.,Hirley Alves,corresponding author
Enhanced Transmit Antenna Selection Scheme for Secure Throughput Maximization Without CSI at the Transmitter.,Mauricio de Castro Tomé,normal author
Enhanced Transmit Antenna Selection Scheme for Secure Throughput Maximization Without CSI at the Transmitter.,Pedro Henrique Juliano Nardelli,normal author
Enhanced Transmit Antenna Selection Scheme for Secure Throughput Maximization Without CSI at the Transmitter.,Carlos H. M. de Lima,normal author
Enhanced Transmit Antenna Selection Scheme for Secure Throughput Maximization Without CSI at the Transmitter.,Matti Latva-aho,normal author
Enhanced VANET broadcast throughput capacity via a dynamic backbone architecture.,Francesca Cuomo,corresponding author
Enhanced VANET broadcast throughput capacity via a dynamic backbone architecture.,Izhak Rubin,normal author
Enhanced VANET broadcast throughput capacity via a dynamic backbone architecture.,Andrea Baiocchi,normal author
Enhanced VANET broadcast throughput capacity via a dynamic backbone architecture.,Pierpaolo Salvo,normal author
Enhancing adaptability of amoeboid robot by synergetically coupling two decentralized controllers inspired by true slime mold.,Takuya Umedachi,corresponding author
Enhancing adaptability of amoeboid robot by synergetically coupling two decentralized controllers inspired by true slime mold.,Shunya Horikiri,normal author
Enhancing adaptability of amoeboid robot by synergetically coupling two decentralized controllers inspired by true slime mold.,Ryo Kobayashi,normal author
Enhancing adaptability of amoeboid robot by synergetically coupling two decentralized controllers inspired by true slime mold.,Akio Ishiguro,normal author
Enhancing Agent Mediated Electronic Markets with Ontology Matching Services and Social Network Support.,Virginia Nascimento,corresponding author
Enhancing Agent Mediated Electronic Markets with Ontology Matching Services and Social Network Support.,Maria João Viamonte,normal author
Enhancing Agent Mediated Electronic Markets with Ontology Matching Services and Social Network Support.,Alda Canito,normal author
Enhancing Agent Mediated Electronic Markets with Ontology Matching Services and Social Network Support.,Nuno Silva,normal author
Enhancing comparison shopping agents through ordering and gradual information disclosure.,Chen Hajaj,corresponding author
Enhancing comparison shopping agents through ordering and gradual information disclosure.,Noam Hazon,normal author
Enhancing comparison shopping agents through ordering and gradual information disclosure.,David Sarne,normal author
Enhancing decentralized service discovery in open service-oriented multi-agent systems.,Elena del Val,corresponding author
Enhancing decentralized service discovery in open service-oriented multi-agent systems.,Miguel Rebollo,normal author
Enhancing decentralized service discovery in open service-oriented multi-agent systems.,Vicente J. Botti,normal author
Enhancing Power Quality in Microgrids With a New Online Control Strategy for DSTATCOM Using Reinforcement Learning Algorithm.,Mehdi Bagheri,corresponding author
Enhancing Power Quality in Microgrids With a New Online Control Strategy for DSTATCOM Using Reinforcement Learning Algorithm.,Venera Nurmanova,normal author
Enhancing Power Quality in Microgrids With a New Online Control Strategy for DSTATCOM Using Reinforcement Learning Algorithm.,Oveis Abedinia,normal author
Enhancing Power Quality in Microgrids With a New Online Control Strategy for DSTATCOM Using Reinforcement Learning Algorithm.,Mohammad Salay Naderi,normal author
